Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
42031541,03/23/2019 05:00:08 AM,03/23/2019 06:23:12 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11209,,,,,71 STREET,RIDGE BOULEVARD,INTERSECTION,BROOKLYN,,Precinct,Closed,03/23/2019 01:00:08 PM,The Police Department responded to the complaint and took action to fix the condition.,03/23/2019 06:23:12 AM,10 BROOKLYN,,BROOKLYN,976102,170566,PHONE,Unspecified,BROOKLYN,,,,,,,,40.634837095449285,-74.02935667761017,"(40.634837095449285, -74.02935667761017)"
39573738,06/26/2018 07:55:34 PM,06/26/2018 09:58:24 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10459,950 UNION AVENUE,UNION AVENUE,EAST 163 STREET,EAST 165 STREET,,,ADDRESS,BRONX,,Precinct,Closed,06/27/2018 03:55:34 AM,The Police Department responded to the complaint and took action to fix the condition.,06/26/2018 09:58:24 PM,03 BRONX,2026780001,BRONX,1011423,239065,PHONE,Unspecified,BRONX,,,,,,,,40.82281199213697,-73.90182099688207,"(40.82281199213697, -73.90182099688207)"
39573742,06/26/2018 05:30:21 PM,06/26/2018 05:37:00 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11234,3939 EMMONS AVENUE,EMMONS AVENUE,BELT PARKWAY EXIT 9 WESTBOUND,BODY OF WATER,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/27/2018 01:30:21 AM,The Police Department responded to the complaint and determined that police action was not necessary.,06/26/2018 05:37:00 PM,15 BROOKLYN,3088440010,BROOKLYN,1004626,152374,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.584884121212134,-73.9266415931382,"(40.584884121212134, -73.9266415931382)"
42031542,03/23/2019 06:19:03 AM,03/26/2019 11:10:13 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,416 EAST  187 STREET,EAST  187 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,03/26/2019 11:10:13 AM,06 BRONX,2030310047,BRONX,1013711,252101,PHONE,Unspecified,BRONX,,,,,,,,40.85858465067514,-73.89349694596721,"(40.85858465067514, -73.89349694596721)"
42031544,03/23/2019 03:19:41 PM,03/27/2019 02:08:09 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10455,504 BROOK AVENUE,BROOK AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",03/27/2019 02:08:09 AM,01 BRONX,2022740005,BRONX,1007641,235842,PHONE,Unspecified,BRONX,,,,,,,,40.813976592430066,-73.9154969985823,"(40.813976592430066, -73.9154969985823)"
39181722,05/14/2018 01:08:01 AM,05/14/2018 03:36:39 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10040,1 BOGARDUS PLACE,BOGARDUS PLACE,HILLSIDE AVENUE,ELLWOOD STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,05/14/2018 09:08:01 AM,The Police Department responded to the complaint and took action to fix the condition.,05/14/2018 03:36:39 AM,12 MANHATTAN,1021710066,MANHATTAN,1003671,252190,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85885672421463,-73.92979179302147,"(40.85885672421463, -73.92979179302147)"
42031539,03/23/2019 10:54:51 AM,04/06/2019 06:48:32 AM,DOT,Department of Transportation,Broken Parking Meter,No Receipt,Street,10021,1443 2 AVENUE,2 AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,04/13/2019 10:54:51 AM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,04/06/2019 06:48:32 AM,08 MANHATTAN,1014307501,MANHATTAN,996204,220140,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77090172414101,-73.95684257237447,"(40.77090172414101, -73.95684257237447)"
42031540,03/23/2019 10:11:00 AM,04/15/2019 12:13:28 PM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/15/2019 12:13:28 PM,12 MANHATTAN,1021340199,MANHATTAN,998494,243200,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
37695473,11/14/2017 12:43:24 PM,11/22/2017 09:42:50 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,3524 HULL AVENUE,HULL AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",11/22/2017 09:42:50 AM,07 BRONX,2033560122,BRONX,1019276,259643,PHONE,Unspecified,BRONX,,,,,,,,40.87926479342878,-73.87333978296894,"(40.87926479342878, -73.87333978296894)"
42031547,03/23/2019 12:38:09 PM,03/26/2019 04:32:28 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10011,360 WEST   22 STREET,WEST   22 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",03/26/2019 04:32:28 PM,04 MANHATTAN,1007457502,MANHATTAN,984079,210814,PHONE,Unspecified,MANHATTAN,,,,,,,,40.745312318455504,-74.00061712273754,"(40.745312318455504, -74.00061712273754)"
40793107,11/09/2018 10:27:30 AM,11/23/2018 11:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,283 WILLARD AVENUE,WILLARD AVENUE,WATCHOGUE ROAD,WATERS AVENUE,,,,,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,11/23/2018 11:30:00 AM,Unspecified STATEN ISLAND,,STATEN ISLAND,,,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,,,
40134314,08/28/2018 07:34:00 AM,08/28/2018 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11226,1889 NOSTRAND AVENUE,NOSTRAND AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,The Department of Sanitation removed the items.,08/28/2018 07:34:00 AM,17 BROOKLYN,3049640050,BROOKLYN,998584,172271,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63950910579209,-73.94835197648703,"(40.63950910579209, -73.94835197648703)"
39356604,06/02/2018 01:17:00 PM,06/02/2018 02:20:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11223,2102 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,KINGS HWY,AVENUE R,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,06/02/2018 02:20:00 PM,15 BROOKLYN,3066660136,BROOKLYN,994858,160085,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60606633216619,-73.96179658350565,"(40.60606633216619, -73.96179658350565)"
39356606,06/02/2018 05:21:00 PM,06/04/2018 08:59:00 AM,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11374,,,,,HARING STREET,63 AVENUE,INTERSECTION,Rego Park,,N/A,Closed,,The Department of Environmental Protection scheduled an inspection.,06/04/2018 08:59:00 AM,06 QUEENS,,QUEENS,1020984,203926,ONLINE,Unspecified,QUEENS,,,,,,,,40.72633018720375,-73.86746819819744,"(40.72633018720375, -73.86746819819744)"
39356608,06/02/2018 10:09:00 PM,06/04/2018 06:16:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10468,,,,,RESERVOIR AVENUE,CLAFLIN AVENUE,INTERSECTION,BRONX,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/04/2018 06:16:00 PM,08 BRONX,,BRONX,1012062,257773,PHONE,Unspecified,BRONX,,,,,,,,40.87415790604575,-73.89943462159552,"(40.87415790604575, -73.89943462159552)"
39356605,06/02/2018 02:52:00 PM,06/09/2018 01:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11201,149 AMITY STREET,AMITY STREET,HENRY ST,CLINTON ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection observed a violation of the New York City Air/Noise Code at the time of inspection and issued a notice of violation.,06/09/2018 01:15:00 PM,06 BROOKLYN,3002910036,BROOKLYN,985465,190332,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68909406162338,-73.99561887749626,"(40.68909406162338, -73.99561887749626)"
40437443,10/02/2018 06:22:32 PM,10/15/2018 05:46:19 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10065,1237 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/15/2018 05:46:19 AM,08 MANHATTAN,1014410030,MANHATTAN,995754,217782,PHONE,Unspecified,MANHATTAN,,,,,,,,40.764430223626995,-73.95847123935513,"(40.764430223626995, -73.95847123935513)"
41570456,01/31/2019 05:35:00 PM,02/05/2019 01:30:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11236,54 EAST   89 STREET,EAST   89 STREET,CHURCH AVE,AVENUE A,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,02/05/2019 01:30:00 PM,17 BROOKLYN,3047090043,BROOKLYN,1006510,176614,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65141332559323,-73.91977883110314,"(40.65141332559323, -73.91977883110314)"
41570457,01/31/2019 05:42:00 PM,02/02/2019 09:05:00 AM,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11691,426 BEACH   44 STREET,BEACH   44 STREET,BEACH CHANNEL DR,HANTZ RD,,,ADDRESS,Far Rockaway,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",02/02/2019 09:05:00 AM,14 QUEENS,4159650015,QUEENS,1046512,156649,PHONE,Unspecified,QUEENS,,,,,,,,40.5964228619233,-73.77580315710296,"(40.5964228619233, -73.77580315710296)"
41446002,01/17/2019 12:34:00 PM,01/17/2019 12:34:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,19 ST W,MERMAID AVE,INTERSECTION,,,N/A,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",01/16/2019 12:34:00 PM,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
39573748,06/26/2018 05:28:34 PM,06/26/2018 06:29:39 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11365,194-25C 64 AVENUE,64 AVENUE,64 CIRCLE,65 CRESCENT,,,ADDRESS,FRESH MEADOWS,,Precinct,Closed,06/27/2018 01:28:34 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/26/2018 06:29:39 PM,08 QUEENS,4071170300,QUEENS,1045328,209253,PHONE,Unspecified,QUEENS,,,,,,,,40.740816853899354,-73.77958994670327,"(40.740816853899354, -73.77958994670327)"
29482713,12/11/2014 12:42:37 PM,12/26/2014 07:39:22 PM,DOF,Revenue Accounting,DOF Parking - Payment Issue,Card - No DOF Confirmation Number Issued,N/A,,,,,,,,,,,N/A,Closed,01/06/2015 02:02:51 PM,See notes.,12/26/2014 07:39:22 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,
39573744,06/26/2018 08:11:03 PM,06/27/2018 03:37:05 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11434,144-15 158 STREET,158 STREET,BEND,145 ROAD,,,ADDRESS,JAMAICA,,Precinct,Closed,06/27/2018 04:11:03 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/27/2018 03:37:05 PM,13 QUEENS,4150130017,QUEENS,1045460,181721,PHONE,Unspecified,QUEENS,,,,,,,,40.66524730967,-73.77936385239832,"(40.66524730967, -73.77936385239832)"
39573756,06/26/2018 05:04:18 PM,06/26/2018 07:18:18 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10011,320 WEST 20 STREET,WEST 20 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,06/27/2018 01:04:18 AM,The Police Department responded to the complaint and determined that police action was not necessary.,06/26/2018 07:18:18 PM,04 MANHATTAN,1007430057,MANHATTAN,984060,210251,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74376702392037,-74.00068567602638,"(40.74376702392037, -74.00068567602638)"
42031550,03/23/2019 02:45:19 PM,03/23/2019 09:16:00 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11211,398 GRAHAM AVENUE,GRAHAM AVENUE,SKILLMAN AVENUE,JACKSON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/23/2019 10:45:19 PM,The Police Department issued a summons in response to the complaint.,03/23/2019 09:16:00 PM,01 BROOKLYN,3027500009,BROOKLYN,999578,200337,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.71654224357203,-73.94470657994098,"(40.71654224357203, -73.94470657994098)"
42031551,03/23/2019 07:36:53 PM,03/23/2019 09:01:49 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,185 ST MARK PLACE,ST MARK PLACE,BEND,HAMILTON AVENUE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,03/24/2019 03:36:53 AM,The Police Department responded to the complaint and determined that police action was not necessary.,03/23/2019 09:01:49 PM,01 STATEN ISLAND,5000130008,STATEN ISLAND,961847,174408,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.64535797539355,-74.08072918902054,"(40.64535797539355, -74.08072918902054)"
42031552,03/23/2019 03:45:47 PM,03/23/2019 09:29:12 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,103-39 118 STREET,118 STREET,103 AVENUE,LIBERTY AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,03/23/2019 11:45:47 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,03/23/2019 09:29:12 PM,10 QUEENS,4095560050,QUEENS,1032640,189618,ONLINE,Unspecified,QUEENS,,,,,,,,40.68700209931116,-73.82551768975709,"(40.68700209931116, -73.82551768975709)"
41570532,01/31/2019 11:13:48 AM,02/16/2019 01:06:11 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Overcharge,,10036,44 WEST 47 STREET,WEST 47 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Closed,02/16/2019 04:03:21 PM,"The Department of Consumer Affairs mailed you a complaint form. If you received the form and have not yet completed it, please do so. Be sure to follow the instructions on the form and return it to DCA with all required documentation.     311 can assist those who have not received the complaint form by creating a new Service Request. Additionally, 311 can assist those who returned the form but want to inquire about the status of the filed complaint.",02/16/2019 01:06:12 AM,05 MANHATTAN,1012627502,MANHATTAN,989778,215172,PHONE,Unspecified,MANHATTAN,,,,,,,,40.757272200144484,-73.98004639150709,"(40.757272200144484, -73.98004639150709)"
42031549,03/23/2019 06:25:07 PM,03/31/2019 10:02:40 AM,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10031,543 WEST  146 STREET,WEST  146 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,03/31/2019 10:02:40 AM,09 MANHATTAN,1020780011,MANHATTAN,998546,240373,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82643230708916,-73.94834419528975,"(40.82643230708916, -73.94834419528975)"
39573769,06/26/2018 03:33:22 PM,06/26/2018 07:34:30 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10040,131 NAGLE AVENUE,NAGLE AVENUE,SICKLES STREET,ARDEN STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/26/2018 11:33:22 PM,The Police Department responded to the complaint and determined that police action was not necessary.,06/26/2018 07:34:30 PM,12 MANHATTAN,1021730021,MANHATTAN,1004516,252921,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8608611994498,-73.92673485295683,"(40.8608611994498, -73.92673485295683)"
40793809,10/14/2018 01:14:20 PM,10/23/2018 12:00:00 AM,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11221,972 GREENE AVENUE,GREENE AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,10/23/2018 12:00:00 AM,03 BROOKLYN,3016220029,BROOKLYN,1003950,191014,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6909441530421,-73.92896253699523,"(40.6909441530421, -73.92896253699523)"
40437517,10/02/2018 11:18:00 AM,10/03/2018 09:41:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Missing,,10306,120 FOX LANE,FOX LANE,CEDAR GROVE AVE,ROCHELLE ST,FOX LANE,CEDAR GROVE AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,10/03/2018 09:41:00 AM,03 STATEN ISLAND,5047810037,STATEN ISLAND,952917,140199,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.551434184230594,-74.11274973680574,"(40.551434184230594, -74.11274973680574)"
42031554,03/23/2019 10:56:24 PM,03/23/2019 11:12:03 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,2427 WEBSTER AVENUE,WEBSTER AVENUE,EAST 187 STREET,EAST 188 STREET,,,ADDRESS,BRONX,,Precinct,Closed,03/24/2019 06:56:24 AM,The Police Department responded to the complaint and determined that police action was not necessary.,03/23/2019 11:12:03 PM,05 BRONX,2030250013,BRONX,1013718,252440,ONLINE,Unspecified,BRONX,,,,,,,,40.85951507984732,-73.89347015025339,"(40.85951507984732, -73.89347015025339)"
42031555,03/23/2019 09:18:31 AM,03/23/2019 10:19:11 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11435,137-25 83 AVENUE,83 AVENUE,MANTON STREET,139 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,03/23/2019 05:18:31 PM,The Police Department responded to the complaint and determined that police action was not necessary.,03/23/2019 10:19:11 AM,08 QUEENS,4096660080,QUEENS,1034065,199007,PHONE,Unspecified,QUEENS,,,,,,,,40.71276475084626,-73.82031006210913,"(40.71276475084626, -73.82031006210913)"
42031558,03/23/2019 11:17:50 PM,03/23/2019 11:44:41 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11211,OLIVE STREET,OLIVE STREET,ORIENT AVENUE,MASPETH AVENUE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,03/24/2019 07:17:50 AM,The Police Department responded to the complaint and took action to fix the condition.,03/23/2019 11:44:41 PM,01 BROOKLYN,,BROOKLYN,1001199,200029,PHONE,Unspecified,BROOKLYN,,,,,,,,40.715693900551585,-73.93885984719526,"(40.715693900551585, -73.93885984719526)"
42031560,03/23/2019 08:27:00 AM,03/23/2019 10:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10309,,,,,HYLAN BOULEVARD,SEGUINE AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,03/23/2019 10:00:00 AM,03 STATEN ISLAND,,STATEN ISLAND,929440,128470,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.51912633757141,-74.19713496750717,"(40.51912633757141, -74.19713496750717)"
42031562,03/23/2019 01:06:14 PM,03/23/2019 02:40:45 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10029,80 EAST 116 STREET,EAST 116 STREET,MADISON AVENUE,PARK AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,03/23/2019 09:06:14 PM,The Police Department responded to the complaint and determined that police action was not necessary.,03/23/2019 02:40:45 PM,11 MANHATTAN,1016210036,MANHATTAN,999777,230593,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79958686119228,-73.94391884234065,"(40.79958686119228, -73.94391884234065)"
39573781,06/26/2018 08:17:52 AM,06/26/2018 10:55:34 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11238,616 VANDERBILT AVENUE,VANDERBILT AVENUE,ST MARKS AVENUE,PROSPECT PLACE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2018 04:17:52 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,06/26/2018 10:55:34 AM,08 BROOKLYN,3011510054,BROOKLYN,992909,186259,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67791045354036,-73.96878207504128,"(40.67791045354036, -73.96878207504128)"
29482714,12/11/2014 10:11:03 AM,12/12/2014 04:58:03 PM,DOF,Property Exec Office,DOF Property - Owner Issue,Billing Address Incorrect,Property Address,11361,,,,,,,ADDRESS,BAYSIDE,,N/A,Closed,12/21/2014 10:11:03 AM,See notes.,12/12/2014 04:58:03 PM,11 QUEENS,4060970019,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
42031561,03/23/2019 08:24:14 PM,05/15/2019 03:00:28 PM,DPR,Department of Parks and Recreation,Illegal Tree Damage,Roots Damaged,,11385,61-60 GATES AVENUE,GATES AVENUE,,,,,LATLONG,RIDGEWOOD,,N/A,Closed,05/21/2019 01:09:47 PM,The Department of Parks and Recreation visited the site and inspected the condition. No work is necessary at this time.,05/15/2019 03:00:28 PM,05 QUEENS,,QUEENS,1013025,197740,MOBILE,Unspecified,QUEENS,,,,,,,,40.70938058542229,-73.89620971510612,"(40.70938058542229, -73.89620971510612)"
40437678,10/01/2018 11:21:32 AM,10/01/2018 11:21:32 AM,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,10006,68 TRINITY PLACE,TRINITY PLACE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,10/01/2018 12:00:00 AM,01 MANHATTAN,1000510007,MANHATTAN,980743,197314,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.708257411677614,-74.01264939399302,"(40.708257411677614, -74.01264939399302)"
39573774,06/26/2018 02:56:19 PM,07/03/2018 02:37:07 PM,DOF,Refunds and Adjustments,DOF Parking - Payment Issue,Waive Penalty for Late Payment,N/A,,,,,,,,,,,N/A,Closed,07/03/2018 02:56:19 PM,The Department of Finance denied the request to waive the late penalties that were imposed on the summons. You are still responsible for paying them.,07/03/2018 02:37:07 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,
39573783,06/26/2018 06:43:58 PM,06/26/2018 08:26:57 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10002,57 LUDLOW STREET,LUDLOW STREET,HESTER STREET,GRAND STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/27/2018 02:43:58 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/26/2018 08:26:57 PM,03 MANHATTAN,1003090019,MANHATTAN,987012,200435,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71682407725887,-73.99003646515064,"(40.71682407725887, -73.99003646515064)"
41570678,01/31/2019 12:54:00 PM,01/31/2019 07:36:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11106,32-16 25 STREET,25 STREET,33 AVE,BROADWAY,25 STREET,33 AVENUE,INTERSECTION,Astoria,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/31/2019 07:36:00 PM,01 QUEENS,4005660001,QUEENS,1003919,217204,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76282936799243,-73.92899777301658,"(40.76282936799243, -73.92899777301658)"
40159223,08/31/2018 01:03:00 AM,08/31/2018 08:43:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10465,3207 LAFAYETTE AVENUE,LAFAYETTE AVENUE,VINCENT AVE,WILCOX AVE,LAFAYETTE AVENUE,VINCENT AVENUE,INTERSECTION,BRONX,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,08/31/2018 08:43:00 AM,10 BRONX,2054630026,BRONX,1034185,242557,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83229716540471,-73.81955360554016,"(40.83229716540471, -73.81955360554016)"
41446038,01/17/2019 09:46:26 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,Street,11102,18-31 27 AVENUE,27 AVENUE,18 STREET,21 STREET,18 STREET,21 STREET,ADDRESS,ASTORIA,,,In Progress,,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",03/14/2019 08:06:59 PM,01 QUEENS,4008850005,QUEENS,1004504,220778,ONLINE,Unspecified,QUEENS,,,18-31 27 AVENUE QUEENS,,,,,40.772637746503364,-73.92687523907338,"(40.772637746503364, -73.92687523907338)"
42031563,03/23/2019 12:48:01 AM,07/17/2019 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11369,31-10 87 STREET,87 STREET,,,,,ADDRESS,East Elmhurst,,,Closed,,,07/17/2019 12:00:00 AM,03 QUEENS,4013980012,QUEENS,1017125,215961,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.759378411977536,-73.88133216048772,"(40.759378411977536, -73.88133216048772)"
41002397,11/21/2018 07:16:01 AM,12/31/2018 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11220,476 48 STREET,48 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,01/11/2019 12:00:43 PM,The City has removed the graffiti from this property.,01/23/2019 12:03:54 PM,07 BROOKLYN,3007740038,BROOKLYN,981521,174860,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.646626532449766,-74.0098341344821,"(40.646626532449766, -74.0098341344821)"
